PM10;PM2.5;OZONO;CO;NO2;SO2
18;7;16,2;0,2;18,2;0
33;27;10,7;0,4;25,2;0
36;23;9,7;0,4;24,3;0
31;16;6,6;0,1;16,5;0
23;14;0,2;1,1;25,7;0
48;29;0;0,7;19,7;0
36;28;0;0,5;15,3;0
37;22;0;0,7;12,9;0
42;25;0;0,9;13,8;0
49;23;0;0,6;11,1;0
36;18;0;0,2;10,2;0
24;12;0;0,4;9,9;0
33;18;0;0,4;9,6;0
33;16;0;0,3;9,4;0
34;12;0;0,5;10,6;0
52;32;0,1;1;11,6;0
58;37;0,3;0,9;14,9;0
58;33;2,7;0,3;13,3;0
43;26;7,3;0,2;12,3;0
49;17;14,6;0;8;0
28;17;20,9;0;4;0
15;7;23,2;0;2,5;0
14;5;20,2;0;5;0
25;21;19;0;4;0
31;22;18,7;0;6,2;0
36;19;19,9;0;4,8;0
34;24;18,1;0;1,6;0
25;5;14,9;0;1,7;0
13;6;7,6;0;9,6;0
24;11;5,6;0,1;11,4;0
21;16;9,4;0;6,3;0
22;11;8;0,1;8,4;0
27;15;7;0,1;8,9;0
20;13;7,1;0,1;7,4;0
15;11;6,4;0;6,4;0
18;8;4,3;0;8;0
18;11;3,9;0;8;0
25;10;0,2;0,1;14,8;0
21;8;5,3;0;8,2;0
16;4;4,8;0,2;11,9;0
17;4;3;0,3;18,4;0
22;8;3,4;0,3;17;0
23;9;1,7;0,7;25,3;0
25;25;3,9;0,7;24,8;0
31;27;6,9;0,5;22,3;0
34;29;7,3;0,5;23,1;0
27;21;7;0,7;27,8;0
29;19;8,9;0,7;27,8;0
33;25;10;0,5;24,5;0
29;16;16,6;0;4,9;0
15;3;15,8;0;4,5;0
14;9;13,6;0;7,2;0
16;8;15,9;0;2,3;0
14;6;10,4;0;3,8;0
16;7;4,9;0,1;9,8;0
27;12;0;0,3;16,4;0
24;11;0,9;0,2;14;0
21;12;0,4;0,3;13,4;0
30;10;3,3;0;11,7;0
20;8;4,6;0;10,4;0
15;6;4,9;0;9,7;0
23;9;5,3;0;7,6;0
21;16;0,7;0,3;11,6;0
28;19;0;0,5;13,2;0
16;15;6,6;0,1;8;0
13;11;9;0;6;0
12;10;15;0;3,1;0
16;6;20,4;0;0,8;0
10;6;25,4;0;0;0
11;6;26,8;0,1;6,1;0
25;14;30,4;0;4,2;0
19;11;21,7;0,2;10,8;0
15;15;19,4;0;5,1;0
13;10;16,6;0;6,3;0
18;14;11,1;0,1;12,5;0
18;13;5,7;0,3;17;0
18;10;2,3;0,4;23,4;0
19;9;0,5;0,4;24,3;0
20;15;0,6;0,4;20,8;0
17;12;0,6;0,4;21,5;0
17;12;1,2;0,2;18;0
16;12;1,2;0,3;13,9;0
11;9;7,8;0,1;6,5;0
16;5;9,2;0;3,9;0
10;2;9,4;0;2,9;0
9;3;4,5;0;6,4;0
10;4;0,2;0,1;13,1;0
19;3;0,4;0,2;16;0
15;12;1,4;0,4;15,6;0
23;17;3,4;0,4;15,4;0
22;17;7,6;0,2;10,2;0
15;6;10,3;0,2;8,1;0
14;6;12;0,1;6,4;0
20;12;15,6;0,1;2,8;0
24;6;13,6;0,1;3;0
15;1;14,1;0,2;6;0
27;8;6,7;0,5;19,3;0
28;18;3,2;0,8;30,9;0
41;31;0,2;1;31,7;0
49;31;0;1,5;29;0
53;40;0;1;19,3;0
29;20;0;0,8;18,1;0
24;12;0;0,5;17,6;0
13;10;0;0,6;17;0
20;11;0;0,8;15,2;0
31;14;0;0,6;12,9;0
25;16;0;0,4;9,5;0
25;14;0;0,3;8,7;0
33;11;0;0,3;9;0
23;15;0;0,3;8,6;0
30;13;0;0,8;12,9;0
53;36;0;0,8;8,3;0
39;28;0;0,7;10,9;0
30;8;0;0,3;0;0
29;10;0;0,4;0;0
18;9;0;0;0;0
16;9;0;0;0;0
20;8;0;0,1;0;0
13;4;0;0,2;0;0
17;3;0;0,4;0;0
41;28;0;0,4;0;0
34;22;0;0,4;0;0
34;16;0;0,4;0;0
35;20;0;0,5;0;0
33;16;0;0,5;0;0
30;12;0;0,4;0;0
27;9;0;0,3;0;0
21;9;0;0,3;0;0
23;10;0;0,3;0;0
30;18;0;0,4;0;0
23;7;0;0,3;0;0
22;11;0;0,3;0;0
24;11;0;0,3;0;0
19;10;0;0,3;0;0
35;22;0;0,5;0;0
43;28;0;0,5;0;0
26;14;0;0,4;0;0
29;16;0;0,4;0;0
34;18;0;0,4;0;0
37;26;0;0,4;0;0
32;23;0;0,6;0;0
44;26;0;0,5;0;0
31;15;0;0,4;0;0
22;10;0;0,3;0;0
17;6;24,2;0,3;0;0
19;4;23;0,3;0;0
20;3;22,7;0,3;0;0
18;10;21,1;0,3;0;0
11;7;13,1;0,4;5,2;0
17;5;3,7;0,5;18,1;0
22;4;3,8;0,5;16,4;0
20;2;1,8;0,7;18,8;0
29;6;0,1;0,7;18,9;0
32;11;10,6;0,3;6,4;0
16;7;2,6;0,4;13,8;0
26;15;0,3;0,4;12,7;0
23;10;0,4;0,5;9,3;0
30;12;0,3;0,5;10,9;0
29;16;0,4;0,5;11,7;0
29;17;0,9;1,2;12,3;0
51;34;5,2;0,5;9;0
22;13;10,8;0,5;7,1;0
29;17;18,7;0,4;6,8;0
31;16;28,6;0,4;2,2;0
33;11;36,4;0,4;0,7;0
28;18;35,5;0,3;0;0
21;6;26,7;0,2;0;0
16;1;23,8;0,3;0;0
14;0;22;0,2;0;0
16;6;18,3;0,3;4,3;0
20;8;15,5;0,4;7,7;0
21;7;6,4;0,5;14,8;0
30;7;2,1;0,7;16,2;0
43;20;0,3;0,9;16,6;0
51;23;0,4;0,7;17,3;0
41;14;0,2;0,8;17,1;0
48;20;0,2;0,8;12,8;0
47;23;0,3;0,7;11;0
42;21;0,2;0,6;10,3;0
37;16;0,2;0,5;9,7;0
39;21;0,2;0,5;9,3;0
43;23;0,2;0,5;8,6;0
25;22;0,2;0,5;8,4;0
34;21;0,4;0,6;9;0
34;33;1,9;0,8;12,4;0
52;34;10,8;0,5;10,3;0
39;24;20,2;0,3;4,7;0
29;14;30,5;0,2;0,8;0
19;11;39,7;0,2;0;0
25;9;43,4;0,2;0;0
26;13;41,1;0,2;0;0
32;15;29,4;0,2;0,7;0
28;19;25,4;0,2;2,9;0
27;11;27,2;0,2;1,8;0
27;12;27,9;0,2;0;0
20;12;15,4;0,4;13,2;0
30;18;11,3;0,3;13,5;0
25;19;3,1;0,6;20,3;0
34;20;1;1,1;19,5;0
54;28;0,1;1,1;19,4;0
55;26;0,4;0,9;17,8;0
40;24;0,2;0,9;16,2;0
54;25;0,3;0,7;16,5;0
39;25;0,2;0,6;14,6;0
37;24;0,1;0,5;14,8;0
41;23;0,2;0,5;13,8;0
37;28;0,2;0,8;10,4;0
45;28;0,5;1;9,1;0
40;29;2,5;0,7;11,6;0
39;30;14,1;0,4;6,4;0
33;15;23,9;0,3;0,7;0
26;10;26,1;0,2;0,3;0
15;11;38,3;0,2;0;0
21;8;39,3;0,2;0;0
26;11;37,3;0,2;0;0
24;12;34,3;0,2;0;0
27;13;31,6;0,1;0;0
19;9;27,5;0,1;0;0
9;7;20,5;0,2;2,3;0
22;9;9,6;0,4;13,9;0
16;10;0,5;0,8;18,7;0
32;18;0,3;0,7;14,5;0
33;15;0,2;0,6;14,9;0
36;17;0,5;0,5;19,1;0
27;20;1,4;0,5;17;0
23;21;0,4;0,6;15,6;0
30;14;0,2;0,6;14,6;0
37;20;0,2;0,6;12,1;0
28;18;0,3;0,5;9,9;0
38;14;0,2;0,5;12,1;0
30;17;0,2;0,6;8,2;0
29;16;0,9;0,5;8,8;0
39;16;6,5;0,5;7,6;0
34;21;14,2;0,3;4,4;0
34;22;20;0,3;2,8;0
24;18;27,9;0,2;0;0
18;8;34,9;0,2;0;0
19;5;34,8;0,2;0;0
13;3;32,2;0,2;0;0
18;6;31,6;0,2;0;0
15;7;28,5;0,2;0;0
16;7;20,4;0,3;1,3;0
28;16;9;0,5;13;0
22;14;6;0,6;14,9;0
39;38;0,5;0,8;15,4;0
34;12;0,3;0,7;14,2;0
27;14;0,3;1,1;16,2;0
41;38;0,3;0,8;16,6;0
44;27;0,3;0,9;14,5;0
40;28;0,3;0,6;12,1;0
37;24;0,3;0,5;9,6;0
29;18;0,4;0,3;6,6;0
24;14;0,3;0,4;5,2;0
31;16;0,3;0,4;3,6;0
29;13;0,3;0,4;5,3;0
28;22;1,4;0,3;6,1;0
24;10;3,5;0,4;6,4;0
33;22;11,7;0,3;5,3;0
32;23;26,4;0,3;3,3;0
33;23;37,8;0,2;0;0
31;20;46,8;0,2;0;0
33;33;49,8;0,2;0;0
41;28;39,3;0,2;0;0
24;14;31,6;0,2;0;0
23;16;33,1;0,2;0;0
19;14;29,1;0,2;0;0
25;22;26,6;0,2;0;0
27;19;26;0,2;0;0
28;13;25;0,2;0;0
22;11;14,7;0,4;6,8;0
28;17;9,4;0,4;10,8;0
36;20;0,4;0,9;17,3;0
41;22;0,3;0,8;12,1;0
39;19;0,2;0,7;10,4;0
42;21;0,3;0,6;9,5;0
36;24;0,2;0,6;6,7;0
40;25;0,1;0,6;9,5;0
48;31;0,3;0,9;11,9;0
70;51;0,3;0,6;12,4;0
49;32;0,5;0,9;60;0
39;34;1,9;1;36;0
57;47;9,7;0,6;35,5;0
44;27;25;0,3;6,8;0
34;22;33,2;0,2;2,2;0
26;16;41,7;0,2;0,8;0
23;11;51,5;0,2;0;0
25;10;47,3;0,2;0;0
0;30;41,4;0,2;0;0
44;27;39,6;0,2;0;0
36;24;38;0,2;0;0
38;19;26,2;0,4;12;0
41;25;33,7;0,2;3,9;0
23;17;24,6;0,3;8,4;0
32;24;18,9;0,4;12,2;0
30;23;13,1;0,4;17,1;0
34;34;11;0,3;17,7;0
48;45;8,7;0,4;19,5;0
53;41;13,5;0,3;13,4;0
40;29;15,9;0,3;13,7;0
37;32;5,3;0,3;28,1;0
44;34;1,2;0,3;43;0
52;37;2,3;0,4;46,9;0
48;32;0,2;0,5;62;0
49;44;2,5;0,5;46;0
51;38;8,4;0,6;41,5;0
44;32;13,5;0,5;36,9;0
38;32;30;0,3;10,2;0
31;23;37,5;0,3;6,1;0
29;16;47,4;0,2;5;0
22;19;55,3;0,3;3,7;0
18;16;72,3;0,3;6,2;0
39;25;67,6;0,3;4;0
47;27;54,5;0,2;3,7;0
46;27;41,5;0,3;3,7;0
47;32;35,3;0,3;6,3;0
45;22;22,5;0,4;22,4;0
44;32;18,5;0,3;21,7;0
42;26;17,6;0,3;23,8;0
32;27;22,4;0,3;13,8;0
38;25;12,2;0,3;30,2;0
35;28;1,5;0,5;46,8;0
50;28;0,9;0,6;36;0
50;33;1,1;0,6;31,1;0
53;30;0,3;0,6;28,9;0
58;34;0,2;0,5;30,2;0
42;34;0,2;0,4;27;0
38;27;0,4;0,4;24,8;0
49;31;0,7;0,8;31,8;0
71;51;3,7;0,7;32,5;0
65;41;17,8;0,4;18,2;0
51;31;32,6;0,3;5,9;0
35;26;36,6;0,3;5,9;0
37;27;50,2;0,4;11,2;0
40;33;60,7;0,4;12,8;0
64;46;59,4;0,3;4,9;0
57;38;47,2;0,3;1,9;0
47;37;45,7;0,3;1,5;0
44;35;38,1;0,3;6,8;0
53;34;37,6;0,3;4,9;0
39;30;37,5;0,3;1,9;0
40;34;28,8;0,4;10,1;0
46;29;29,1;0,3;5,9;0
42;28;20;0,3;9,3;0
45;31;10,2;0,4;21,2;0
50;36;4,3;0,5;30,5;0
55;35;3,5;0,6;28;0
55;38;0,3;0,8;30,6;0
58;33;0,2;0,8;29,9;0
60;33;0,1;0,7;26,7;0
48;32;0,2;0,7;31,7;0
60;40;2,1;0,5;34,6;0
48;39;9,6;0,5;25,9;0
56;40;13,3;0,6;24,8;0
49;35;29,4;0,4;8,4;0
31;15;0;0,4;7,2;0
29;18;28,7;0,3;0;0
27;15;34,1;0;0,3;0
30;19;39;0,3;1,5;0
24;18;49,4;0,3;0,1;0
46;37;46;0,3;0;0
47;31;40,7;0,4;7,5;0
53;27;34;0,4;7,2;0
48;30;31,9;0,4;5,9;0
42;22;14,9;0,7;23,5;0
32;18;1,5;0,7;33,3;0
38;20;1,6;0,7;28,4;0
41;21;0,5;0,8;28,8;0
37;23;1,1;0,7;25,2;0
36;18;1,6;0,6;22,8;0
37;18;4,8;0,5;21,3;0
37;18;7,4;0,5;15,7;0
37;25;4,6;0,5;19,3;0
42;27;0,7;0,6;24,4;0
43;38;5;0,5;19,4;0
50;36;11,3;0,4;14,3;0
34;32;15,1;0,4;14;0
38;31;11,2;0,6;19,9;0
42;25;28;0,4;6,7;0
26;18;29,9;0,4;5,9;0
20;16;24,6;0,4;8,2;0
29;19;31,3;0,3;2,4;0
16;15;31,8;0,4;2,1;0
21;10;31,8;0,4;3;0
27;11;29,4;0,4;4,9;0
30;9;25,9;0,4;8,4;0
20;16;21,7;0,5;12,7;0
34;17;23,5;0,5;10,8;0
25;21;21,1;0,5;11,3;0
31;22;23,6;0,4;7,1;0
33;23;27,8;0,4;0;0
30;22;27,1;0,3;3,1;0
29;20;27;0,4;4,8;0
28;22;26,3;0,4;6,7;0
39;28;20,2;0,4;10,4;0
44;35;25,8;0,3;5,6;0
36;27;30,4;0,3;0;0
38;27;24,1;0,3;8,2;0
39;30;21,9;0,4;10,6;0
41;31;12,7;0,5;18,9;0
45;36;5,4;0,6;26,2;0
46;37;26,1;0,4;8,6;0
49;39;32,9;0,3;4,4;0
47;38;28,7;0,4;9,2;0
40;30;36,3;0,3;0,5;0
37;23;37,2;0,3;0,5;0
34;22;36,8;0,3;2;0
32;19;35,2;0,4;2;0
37;32;35,3;0,3;1;0
41;29;33,5;0,4;1,6;0
32;25;31,7;0,4;2,6;0
35;24;31;0,4;3,4;0
38;28;31,6;0,3;0;0
34;26;24,7;0,4;9,6;0
39;29;6,6;0,7;26,1;0
46;30;19,6;0,4;11,8;0
34;29;13,1;0,4;16,5;0
37;30;6,7;0,6;23,3;0
34;27;21,2;0,4;9;0
37;23;8,4;0,5;17,1;0
50;47;12,2;0,5;17,7;0
41;38;3,9;0,6;22,8;0
47;32;9,2;0,6;25,7;0
66;43;7,2;0,6;25,1;0
44;36;9,8;0,7;23,5;0
49;40;19,4;0,5;13,6;0
44;37;19,8;0;0;0
42;31;16,9;0;0;0
0;35;0;0;0;0
0;0;0;0;0;0
33;24;25,5;0,3;0;0
40;25;29,5;0,3;0;0
21;14;29;0,3;5,3;0
24;19;26,6;0,4;8;0
25;20;23,2;0,4;11,2;0
32;24;27,7;0,4;10;0
43;32;30,3;0,4;7,8;0
36;32;22,5;0,4;8,6;0
39;27;17,9;0,4;12,1;0
33;27;20,7;0,3;8,5;0
34;27;13,3;0,4;13,4;0
38;30;8,1;0,4;16,9;0
42;33;5,4;0,4;17,8;0
38;28;4,4;0,4;18,9;0
32;28;7,9;0,3;13,9;0
37;29;5,2;0,3;16,5;0
43;33;3,3;0,4;18,5;0
48;42;0,3;0,6;21,2;0
50;46;0,8;0,7;19,2;0
55;44;4,3;0,9;22,5;0
49;36;12,2;0,6;15,6;0
51;37;24;0,4;7,5;0
39;22;32,8;0,3;2;0
28;20;31;0,3;1,9;0
26;13;32,6;0,3;0,5;0
30;16;32,9;0,3;2,3;0
28;17;43,5;0,4;4,2;0
50;35;29,1;0,5;19,4;0
42;32;8,8;0,7;31,6;0
42;34;9,3;0,8;32,4;0
38;28;3,5;1;31,9;0
43;31;1,9;0,8;35,9;0
32;21;1;1;34,2;0
42;34;0,3;1,1;28,7;0
57;36;0,2;1;25;0
47;36;1,7;0,9;26,8;0
41;25;2,8;0,4;26,6;0
26;22;13,4;0,3;14,6;0
21;13;12,4;0,3;10,4;0
26;13;4,3;0,3;17,1;0
19;11;0,7;0,3;20,9;0
28;13;0,1;0,5;22,6;0
24;11;1,3;0,4;20,3;0
23;13;5;0,7;19,4;0
38;20;14,4;0,4;12,2;0
34;20;20,1;0,4;8,8;0
34;16;20,4;0,5;6,9;0
25;10;26,8;0,4;4,1;0
24;13;25,1;0,4;6,7;0
25;12;26,8;0,5;12;0
26;18;26,8;0,3;5,1;0
21;12;17,6;0,5;20,3;0
29;25;15,7;0,6;23,2;0
25;22;5,8;0,8;27,5;0
34;21;5,8;0,8;25,1;0
42;20;2,1;0,6;23,7;0
32;15;0,2;1,1;22;0
85;42;4,4;0,6;19,6;0
26;15;0,3;0,7;18,7;0
48;22;0,3;1,2;18,9;0
48;26;4;0,7;15,5;0
33;18;0,3;0,6;18,2;0
33;20;0,6;0,5;17,7;0
33;21;1,2;0,5;17,3;0
37;23;7,9;0,3;17,5;0
27;19;4,9;0,4;17,1;0
33;21;1,8;0,8;17,7;0
47;33;16,5;0,5;14,5;0
27;21;27;0,3;3,3;0
26;19;26,4;0,3;5,7;0
30;11;25,2;0;5,5;0
24;12;26,1;0;5,1;0
22;12;0;0,3;3,1;0
21;11;33,1;0,3;4,5;0
17;14;29,3;0,3;5,5;0
21;12;24,7;0,4;10,7;0
23;18;22,4;0,5;13,5;0
30;16;23,9;0,4;14,4;0
43;23;14,7;0,5;17,2;0
41;18;15,4;0,5;16;0
46;17;4,5;0,7;24,8;0
47;32;20,9;0,3;7,8;0
29;19;20,4;0,3;9,6;0
31;22;14,6;0,3;12,8;0
39;32;2,9;0,5;21,8;0
41;29;18,1;0,3;9,2;0
32;29;9,2;0,4;16,6;0
34;33;11,5;0,3;16,2;0
35;26;7;0,4;17,6;0
38;30;9,5;0,3;13,4;0
33;32;10,9;0,5;16,2;0
48;27;13,4;0,5;16,9;0
40;31;24,7;0,3;5,5;0
28;22;22,6;0,4;8,8;0
35;30;25,4;0,3;6,3;0
30;23;22,4;0,4;10,5;0
32;19;20;0,5;13,3;0
29;23;25,1;0,4;7,8;0
29;16;25,1;0,4;9,2;0
35;25;26,8;0,3;3,2;0
29;18;23,3;0,3;5,9;0
36;18;13,7;0,5;15,2;0
40;25;13,5;0,5;15,4;0
28;27;18,1;0,4;10,3;0
36;23;7,1;0,8;20,8;0
82;43;10,7;0,8;16,5;0
51;32;3,2;0,8;20,9;0
51;38;7,8;0,5;19,2;0
33;26;16,2;0,3;8,4;0
38;29;1,1;0,5;24;0
45;33;12;0,4;15,8;0
41;28;19,3;0,3;6,4;0
24;21;0,8;0,5;19,3;0
53;43;2,1;0,5;19,3;0
37;29;7,2;0,6;13,8;0
50;32;17,7;0,4;6,5;0
28;19;25,3;0,3;2;0
26;16;14,8;0,4;11,5;0
39;25;20,5;0,4;6;0
19;13;27,9;0,3;1,2;0
17;12;29,1;0,4;0,3;0
28;15;27,3;0,3;2,9;0
18;14;34,8;0,2;0;0
29;16;31,1;0,2;1;0
19;11;24,7;0,3;2,8;0
26;17;19,2;0,3;7,3;0
33;14;16,3;0,4;9,2;0
22;18;16,1;0,4;8,9;0
26;20;21,7;0,3;4,3;0
19;13;18,7;0,3;5,7;0
27;13;10,1;0,3;13,6;0
24;14;17,5;0,3;6,7;0
24;15;9,8;0,3;9,9;0
24;13;14,6;0,2;5,8;0
15;15;14,9;0,2;5,9;0
13;13;16,3;0,2;3;0
15;10;10,6;0,2;9,4;0
19;6;11,8;0,2;9,4;0
15;5;8,3;0,3;12,5;0
16;6;13,4;0,3;6,6;0
15;6;17,2;0,2;2,1;0
13;2;17,4;0,2;1,4;0
7;2;18,5;0,2;0,4;0
5;4;17,1;0,2;0,3;0
8;4;16,2;0,2;0,4;0
9;3;16,1;0,2;0,8;0
18;2;15,1;0,2;1,3;0
11;4;14,9;0,2;0,7;0
9;3;13,8;0,2;1,5;0
11;1;12,2;0,2;2,9;0
13;4;9;0,3;5,1;0
13;11;5,1;0,4;9,2;0
17;8;5,2;0,3;8,6;0
13;6;4,2;0,3;8,2;0
19;5;0,7;0,6;9,1;0
25;14;0,3;0,7;10,4;0
24;10;0,4;0,4;8,4;0
18;10;0,2;0,4;9,1;0
23;9;1;0,2;8,5;0
17;7;4,5;0,2;6,7;0
9;6;0,5;0,2;9,1;0
15;9;0,2;0,3;6,6;0
18;11;0,9;0,4;6,6;0
19;12;6,9;0,6;7,2;0
24;10;14,3;0,2;0;0
5;5;15,2;0,2;0;0
15;6;0;0,3;1,5;0
17;6;15,4;0,3;0;0
12;5;15,3;0,2;1,9;0
14;5;16,3;0,2;1,4;0
17;6;16,9;0,2;2,3;0
21;10;18,9;0,2;0,6;0
21;11;18,1;0,2;0,7;0
16;10;15,2;0,3;3,6;0
17;9;12,4;0,3;5,2;0
21;7;9,4;0,3;7,6;0
26;16;1,3;0,4;15,6;0
29;13;1,3;0,4;14,4;0
23;12;8,3;0,3;6,4;0
21;10;4,4;0,3;12,5;0
31;16;2,4;0,3;13,5;0
26;16;3,3;0,3;11,2;0
26;8;0,9;0,3;12,4;0
27;16;7,4;0,3;7,9;0
21;8;3,6;0,3;11,2;0
36;23;0,4;0,5;14,9;0
29;22;3,6;0,8;15,7;0
34;21;15,6;0,3;3,5;0
17;10;18,4;0,3;2,3;0
20;9;22,8;0,2;0;0
22;7;22,1;0,3;2,5;0
20;13;22,6;0,3;2;0
15;8;21,7;0,3;2,7;0
25;9;23,8;0,3;1,8;0
15;9;26;0,3;1,8;0
24;10;23,1;0,3;3,9;0
26;11;20,1;0,3;6,5;0
24;12;19;0,4;8,8;0
42;22;19,8;0,4;0;0
44;28;8,1;0,5;18,7;0
50;28;4,6;0,9;20,2;0
62;39;0,4;1,1;21,1;0
64;32;5;0,4;14,7;0
33;22;5;0,5;13,8;0
33;16;5,1;0,6;13,1;0
28;18;7;0,3;9,6;0
29;15;0,5;0,4;15,6;0
29;21;4,4;0,3;11,5;0
32;15;11,5;0,2;0;0
17;10;12,4;0,2;5,7;0
20;20;8;0,3;10,9;0
26;23;13,9;0,3;5,5;0
32;24;17,7;0,3;5;0
30;26;22,1;0,3;2,9;0
35;23;23,2;0,3;2,6;0
25;16;29,2;0,3;0,3;0
22;9;34,5;0,3;0;0
19;15;38,3;0,3;1,9;0
30;17;45,4;0,4;5,1;0
32;17;43,5;0,4;3,1;0
32;25;23,5;0,4;9,7;0
31;20;8,5;0,8;28,5;0
35;26;1,4;0,9;27,8;0
33;26;0,3;1,4;18,8;0
65;37;0,2;1,2;13,3;0
57;37;0,2;1,1;12,3;0
41;22;0,3;1,4;12,2;0
53;30;0,4;1,2;13,8;0
53;32;0,3;0,8;13,8;0
46;28;0,3;0,8;15,7;0
40;27;0,3;0,6;14,9;0
30;28;2,2;0,5;13,6;0
33;26;13,1;0,3;6,2;0
24;24;11,2;0,4;10,6;0
29;19;9,3;0,5;9,6;0
27;18;18,9;0,4;4,6;0
26;14;12,5;0,5;7,9;0
32;29;27;0,3;0,4;0
28;15;29,8;0,3;0,3;0
33;15;30,8;0,4;2,8;0
28;23;40,1;0,3;0;0
32;18;40,1;0,3;0;0
20;7;37,3;0,2;0;0
16;5;36,4;0,2;0;0
22;6;34,7;0,2;0;0
14;6;33,4;0,3;0;0
18;7;27,8;0,3;0;0
13;7;16,1;0,4;8,2;0
20;6;6,6;0,6;13,2;0
30;13;13,8;0,4;8;0
19;9;18,1;0,3;2,7;0
20;11;18,9;0,3;0;0
22;13;16,3;0,3;0;0
22;13;14,3;0,3;0;0
16;11;8,6;0,4;0;0
33;22;6;0,4;5,2;0
27;19;2,9;0,4;6,6;0
28;14;1,7;0,5;6,1;0
35;27;3,5;0,4;7;0
31;27;11,6;0,3;2;0
29;16;18,3;0,3;0,4;0
34;19;28,2;0,3;0;0
21;16;34,4;0,3;0;0
14;9;38,7;0,3;0;0
27;11;37;0,3;0;0
17;12;30;0,3;0;0
19;12;29,5;0,2;0;0
21;11;29,2;0,3;0;0
14;13;27,9;0,3;0;0
17;10;26,2;0,3;0;0
19;6;22,7;0,3;0;0
19;17;16,2;0,4;0;0
22;12;11,2;0,4;8,8;0
20;12;10,2;0,4;9,2;0
28;15;2,8;0,6;12,8;0
35;21;0,3;0,7;10,6;0
33;11;0,4;0,6;8,4;0
29;15;0,4;0,5;7;0
26;21;1,3;0,4;8;0
28;15;0,5;0,5;8,3;0
28;18;0,8;0,4;9,9;0
26;19;1,6;0,5;9;0
35;16;2,8;0,5;9,4;0
37;21;10,1;0,4;6,1;0
34;20;18,1;0,3;1,1;0
23;11;21,3;0,3;0,3;0
24;11;22,8;0,3;1,2;0
26;17;24,4;0,4;3,3;0
27;17;18,2;0,6;10,7;0
31;19;14,9;0,5;11;0
35;27;14,3;0,5;10,5;0
25;18;14,9;0,4;6,4;0
31;18;7,9;0,6;12,1;0
32;28;13,9;0,5;10,9;0
26;23;12;0,5;12,9;0
24;21;10,5;0,5;9,9;0
27;17;3,1;0,8;15,9;0
32;26;0,4;0,9;18,6;0
31;25;4,6;0,6;12,7;0
19;11;9,2;0,5;9,7;0
24;9;0,8;0,6;13,7;0
31;15;0,3;0,7;13,4;0
34;21;1,3;0,5;11,8;0
29;15;4,8;0,4;10,7;0
21;9;10,1;0,3;5,3;0
21;10;2,8;0,5;10,7;0
25;16;15,2;0,4;5,7;0
12;5;16,4;0,4;3,8;0
13;7;24,2;0,3;0;0
16;6;27;0,3;0;0
12;6;24,4;0,3;0;0
11;7;22,6;0,4;0,9;0
13;6;25,4;0,3;0;0
13;12;22,8;0,3;0;0
16;7;21,1;0,3;0,6;0
21;8;21,5;0,3;0;0
12;7;19;0,3;0,4;0
14;7;19;0,3;0,3;0
13;10;16,4;0,3;1,6;0
19;10;15;0,4;3;0
21;8;13,6;0,4;4,7;0
24;8;15,1;0,3;2,9;0
18;7;8,6;0,4;6,7;0
17;6;6;0,4;8,7;0
20;7;4,5;0,4;9,4;0
17;7;2,7;0,4;11,3;0
17;9;8;0,3;6,8;0
14;5;4,1;0,3;10,9;0
16;6;1,8;0,5;13,1;0
33;12;0,4;0,7;17,8;0
27;10;1,4;0,5;11,7;0
28;9;5,9;0,6;10,4;0
27;12;11,5;0,4;5,2;0
24;9;16,2;0,3;1,3;0
14;6;15,9;0,3;1,6;0
14;6;17,2;0,3;1;0
17;4;15,5;0,3;2,9;0
13;2;16,6;0,3;1,7;0
15;7;15,2;0,3;3,6;0
13;5;17,6;0,3;0,7;0
15;1;16,9;0,3;1,9;0
17;3;14,2;0,4;4,1;0
20;9;13,2;0,3;4,1;0
19;9;6,8;0,4;11,5;0
19;9;5,9;0,4;12,8;0
12;5;2,5;0,6;15,9;0
17;8;6,7;0,3;6,7;0
12;7;3,3;0,3;8,1;0
19;6;0,7;0,4;10;0
16;7;0,3;0,5;9,4;0
28;7;0,3;0,4;10,1;0
18;7;0,5;0,3;9;0
18;16;1,2;0,4;9,8;0
24;15;0,3;0,4;10,5;0
25;16;1;0,5;10,8;0
32;14;6,3;0,7;8,8;0
32;11;11,5;0,4;4;0
27;9;14,9;0,4;2,5;0
21;6;18,7;0,3;0;0
12;3;17;0,3;0;0
16;2;14,5;0,3;2,7;0
19;4;18,4;0,3;0,2;0
18;4;21,9;0,3;0,5;0
22;8;30;0,4;4,1;0
36;16;20,5;0,4;8,1;0
31;13;15,6;0,4;10,7;0
30;13;14,5;0,4;0;0
27;8;11,8;0,4;5,5;0
22;6;0,4;0,8;14,7;0
40;16;0,4;0,8;11,5;0
29;14;0,3;0,6;9,7;0
28;8;0,3;0,8;11,1;0
34;13;3,1;0,4;7,9;0
34;15;7,8;0,3;4;0
15;11;0,9;0,4;9,9;0
20;13;0,3;0,4;9,3;0
27;12;0,7;0,4;8,8;0
29;14;1,5;0,6;8,6;0
30;10;1,3;0,9;10,6;0
32;19;3,3;0,6;10,4;0
23;19;1,9;0,6;0;0
25;12;3,4;0,6;0;0
16;10;7,3;0,4;0;0
15;7;0;0;0;0
17;10;0;0,3;3,2;0
19;10;0;0,3;3,7;0
23;16;0;0,4;6,4;0
17;12;0;0,3;3,7;0
