PM10;PM2.5;OZONO;CO;NO2;SO2
12;8;27,2;0,2;4,5;0
16;11;24,7;0,2;3,4;0
13;9;23,2;0,2;4,7;0
20;8;20,6;0,2;7,8;0
17;9;22,9;0,2;2,9;0
18;9;16,3;0,2;7,5;0
17;10;13,5;0,3;9;0
26;15;12;0,3;7,7;0
25;21;3,7;0,4;13,8;0
29;18;4,3;0,3;12,5;0
35;31;0,6;0,5;15,3;0
37;31;3,1;0,5;12,4;0
34;24;9,7;0,6;10,7;0
14;8;25,7;0,2;0;0
13;9;29,7;0,2;0;0
12;8;32,3;0,2;0;0
18;10;29,4;0,2;1,4;0
19;8;30;0,2;0,8;0
15;8;27,7;0,2;1,1;0
19;9;29;0,2;0,5;0
12;6;27,5;0,2;2;0
16;2;25,7;0,3;3,8;0
21;7;26,7;0,3;2,4;0
16;9;20;0,3;8,6;0
19;10;22,5;0,3;4,4;0
17;16;16;0,3;12;0
30;18;3,4;0,6;26,3;0
22;17;11,7;0,3;15;0
22;16;8,5;0,4;12,3;0
20;9;17,7;0,2;7,8;0
12;12;21,2;0,2;3,8;0
13;11;10,3;0,2;13,4;0
16;9;14,5;0,2;11,6;0
23;16;6,6;0,2;14;0
33;25;1;0,5;17,5;0
66;48;1,2;1,3;21;0
45;29;7,1;0,7;16;0
28;15;0;0;0;0
20;9;0;0;0;0
22;14;0;0;0;0
27;11;0;0;0;0
27;6;26,2;0,2;1,3;0
19;3;23,6;0,3;4,5;0
20;7;23,7;0,3;4,5;0
15;7;23,7;0,2;4,4;0
26;10;19,1;0,3;10,1;0
19;10;22,4;0,3;6;0
20;11;22,2;0,3;4,1;0
18;8;18,8;0,3;6,4;0
22;17;12,2;0,3;13,7;0
12;12;11,6;0,3;11,8;0
23;13;7,2;0,3;16,2;0
20;13;10,8;0,3;9,7;0
19;12;0,7;0,4;18,2;0
21;15;3,9;0,3;14,2;0
16;13;2,8;0,3;14,9;0
13;9;2,5;0,3;13,7;0
20;10;0,5;0,3;15,2;0
32;23;0,9;0,7;16,9;0
53;35;1,3;1,5;25,6;0
40;27;5,6;1,1;21,6;0
20;10;19,1;0,4;9,7;0
13;6;27;0,2;0,8;0
20;6;26,7;0,2;1,2;0
13;5;28;0,2;0,7;0
13;5;27,8;0,2;0;0
14;4;23,6;0,2;1,8;0
15;4;23,2;0,2;2,1;0
12;8;21,4;0,2;3;0
18;10;20,6;0,3;3,9;0
16;9;15,8;0,4;9;0
20;6;7,6;0,5;19,6;0
21;4;19,1;0,2;3,9;0
32;8;9,3;0,4;16,3;0
22;14;8,9;0,4;13,3;0
26;12;3,5;0,5;19,7;0
15;11;10,9;0,3;11,1;0
15;11;8,1;0,2;13,5;0
15;8;14;0,1;5,4;0
23;12;8,7;0,2;11,7;0
22;12;4,2;0,2;14,4;0
15;11;6,7;0,2;12,8;0
27;14;6,3;0,4;13,5;0
32;13;3,3;0,5;16,3;0
25;12;5,4;0,4;15,8;0
24;11;12,5;0,3;8,9;0
18;6;18,8;0,2;1,3;0
25;7;20,4;0,2;0,8;0
26;8;18,8;0,2;1,8;0
18;7;18;0,2;3;0
31;4;18,2;0,2;2,8;0
31;11;18,4;0,2;3,8;0
26;12;19,3;0,2;4,2;0
28;11;19,4;0,3;6,2;0
21;9;17,8;0,3;9,9;0
20;18;9;0,5;19;0
23;8;13,9;0,3;9,5;0
24;7;10,6;0,3;12,9;0
18;10;13,2;0,2;10;0
20;13;13,4;0,2;8,6;0
18;8;17;0,2;2,7;0
12;7;17,2;0,2;5,2;0
15;15;13,2;0,2;6,2;0
21;11;7,9;0,2;12,2;0
16;16;7;0,2;13,7;0
29;23;1,3;0,4;18,7;0
23;13;4,3;0,3;16,4;0
24;12;10,3;0,4;13,2;0
17;14;14,7;0,3;9,2;0
23;14;21,4;0,3;3,6;0
16;9;24,1;0,2;1,3;0
18;9;24,1;0,2;1,5;0
24;13;24,3;0,2;1,5;0
27;11;25,6;0,2;2,1;0
25;9;24,8;0,2;3,3;0
24;10;23,5;0,3;4,9;0
26;11;21,1;0,3;8;0
18;10;20,7;0,3;7,5;0
20;12;19,4;0,3;8,5;0
22;12;16,8;0,4;11,4;0
17;8;17,4;0,3;9,2;0
16;13;13;0,3;10,6;0
20;17;4,4;0,4;18,2;0
28;17;0,3;0,8;19,3;0
30;14;0,3;0,7;20;0
31;17;0,3;0,6;17,2;0
29;15;0,2;0,6;16,4;0
27;13;0,3;0,5;14,1;0
37;29;0,2;0,7;13,6;0
33;23;0,3;0,6;11,9;0
35;21;0,3;0,4;14,7;0
30;26;1,3;0,5;12,8;0
42;21;5;0,6;13,4;0
47;25;17,6;0,6;7,1;0
23;10;24,7;0,3;2,4;0
21;12;24,4;0,3;2,7;0
21;9;24,1;0,3;2,6;0
33;7;25,6;0,3;2,1;0
29;8;25,8;0,2;2,2;0
19;11;23,8;0,3;4,5;0
17;10;20,4;0,3;7,5;0
18;9;20;0,3;5,8;0
20;9;16,6;0,4;11,6;0
25;10;8;0,5;22,2;0
25;6;18,5;0,3;8,5;0
15;12;19,1;0,3;6,8;0
18;13;16;0,3;7,7;0
25;11;6,7;0,5;17,1;0
21;12;6,4;0,4;15,4;0
20;13;4,1;0,4;16,9;0
22;14;4,2;0,4;17,9;0
16;9;4,8;0,3;15,8;0
0;17;5,7;0,2;11,1;0
23;14;1,1;0,3;15,2;0
33;19;0,3;0,5;14,2;0
41;23;1,3;0,5;14,6;0
40;25;3,9;0,6;15,7;0
56;33;5,6;0,7;19,3;0
39;24;9,6;0,5;15,5;0
30;17;17,6;0,3;9,3;0
28;9;23,6;0,2;1,3;0
21;6;22,4;0,2;2,9;0
26;7;23,8;0,2;1,8;0
13;8;24,7;0,2;1,3;0
23;4;25,4;0,2;3,7;0
36;19;35,2;0,3;7;0
22;10;32,1;0,2;2,5;0
20;11;22,6;0,3;7,8;0
22;11;14;0,5;16,1;0
25;17;3,4;0,9;28,2;0
20;10;7,3;0,6;18,2;0
37;22;2,2;0,7;27,5;0
12;9;11,5;0,3;12,5;0
24;16;2;0,5;21;0
19;12;6,8;0,3;10,6;0
19;12;0,4;0,5;17,3;0
37;18;0,5;0,6;13,1;0
19;11;0,3;0,5;10,9;0
29;23;0,3;0,6;12,6;0
21;17;2;0,5;11,8;0
32;15;5,2;0,6;10,1;0
26;11;15,1;0,4;6,2;0
15;9;17,4;0,3;4,4;0
15;9;22,5;0,2;0,9;0
14;9;21,8;0,2;1,8;0
25;8;22,6;0,2;1;0
15;6;21,7;0,3;2,9;0
17;5;24,5;0,2;0,3;0
12;5;24,1;0,2;3,1;0
12;8;21,8;0,2;4;0
10;8;18,4;0,3;7,1;0
16;4;17,2;0,3;8,2;0
19;6;11,7;0,4;14,1;0
17;9;16,3;0,3;9,1;0
18;10;14,5;0,3;9,9;0
16;10;3,2;0,5;19,1;0
18;10;1,2;0,4;20,6;0
20;7;5,2;0,3;14,6;0
6;5;9,6;0,2;11,8;0
7;6;14;0,1;6;0
7;5;5,7;0,2;17,2;0
22;16;0,4;0,4;21,4;0
17;10;6,2;0,3;18,8;0
16;10;12,2;0,4;14,2;0
30;7;15,3;0,4;11,7;0
22;8;22,9;0,2;6,4;0
21;5;23,5;0,2;0;0
21;8;18,5;0,2;0;0
17;8;17,3;0;0;0
34;6;0;0;0;0
17;2;0;0;0;0
16;1;0;0;0;0
15;6;15,8;0,3;8,2;0
13;6;14,4;0,3;8,6;0
16;8;15,5;0,3;7,3;0
10;6;14,2;0,3;6,8;0
16;7;12,3;0,3;8,8;0
17;9;13,3;0,2;8,5;0
16;7;12,6;0,2;8,6;0
14;8;11,9;0,2;0;0
19;7;10,6;0,2;7,4;0
20;14;6,6;0,2;8,3;0
28;24;0,1;0,4;15,9;0
0;41;0,3;0,4;13,7;0
26;19;0,6;0,3;14;0
44;32;0;0,5;15,9;0
37;31;0;0,5;17,3;0
31;17;1;0,6;18,1;0
37;23;7,3;0,5;14,8;0
17;1;17,1;0,3;4,4;0
13;5;20,3;0,2;2,7;0
12;4;21,8;0,2;1,6;0
12;6;22,8;0,2;1,4;0
20;9;23,3;0,2;2,2;0
25;8;21;0,2;2,4;0
30;4;21,4;0,2;3,3;0
20;9;15,9;0,3;9;0
17;6;14,6;0,3;7,4;0
19;4;13,6;0,3;7,5;0
16;6;9,2;0,4;13,9;0
20;6;9;0,3;10,9;0
10;8;8,6;0,3;0;0
22;14;2,2;0,6;15,9;0
20;11;6,4;0,3;13,4;0
16;8;4,1;0,3;11,6;0
17;7;1,2;0,4;18,3;0
18;6;4,5;0,2;0;0
15;5;2,3;0,3;13,2;0
21;6;2,5;0,2;0;0
20;9;1;0,3;19,7;0
17;10;1,3;0,3;19,9;0
24;11;6,1;0,5;18;0
16;12;19,9;0,3;6,8;0
11;7;24,1;0,2;2,9;0
11;5;24,8;0,2;2,4;0
16;8;25,8;0,2;2,3;0
20;6;25,7;0,2;2,4;0
26;4;25,7;0,2;1,9;0
29;4;25,3;0,2;2,9;0
32;4;26;0,2;3,1;0
25;5;26,2;0,3;3,5;0
25;6;24,8;0,3;6;0
17;10;13,4;0,5;15,5;0
24;10;13,8;0,4;15,6;0
20;9;15,4;0,3;11,8;0
21;11;12,1;0,3;12,3;0
24;17;4,8;0,6;19,2;0
27;16;0;0,8;23,3;0
21;17;0;0,6;21;0
27;17;0;0,5;20,6;0
27;9;0;0,3;17,6;0
29;16;0,3;0,2;15;0
24;11;2,2;0,3;16,1;0
29;10;0,8;0,2;16,4;0
33;22;0;0,4;17,6;0
35;23;0,2;0,4;16,5;0
38;26;5,6;0,5;15,6;0
18;10;17,8;0,2;4,7;0
23;16;15,9;0,3;7,8;0
24;6;19,9;0,2;2,6;0
14;8;16,8;0,3;7,5;0
21;12;19,8;0,2;6,3;0
24;10;22,1;0,2;4,3;0
24;9;17,1;0,3;10,1;0
20;16;12,5;0,3;13,6;0
27;9;19,4;0,2;6,2;0
18;8;14,9;0,3;11,2;0
26;8;8,4;0,4;17,5;0
22;10;6,6;0,4;18,6;0
9;9;16;0,2;0;0
23;12;5,6;0,4;17,9;0
22;10;4,1;0,4;20,2;0
13;6;5,7;0,2;14,8;0
18;5;2,6;0,3;16;0
33;17;0,7;0,5;18,3;0
16;15;0;0,3;16,5;0
23;20;0;0,4;17,8;0
32;27;0;0,6;15,2;0
65;48;0;1,2;0;0
41;28;0;0,7;16,1;0
53;30;1,8;0,7;16,2;0
44;20;10;0,5;13,1;0
26;10;17,8;0,4;9,5;0
17;6;23,2;0,3;4,9;0
19;2;31,1;0,3;3,4;0
24;3;27;0,3;6,3;0
21;13;24;0,3;6,8;0
24;10;20,1;0,3;9;0
21;9;19,3;0,3;10,7;0
28;7;15,3;0,4;14,3;0
19;11;13,1;0,4;15,3;0
26;9;9,5;0,5;19,3;0
19;7;9,8;0,4;16,4;0
14;13;20;0,2;2,3;0
17;12;8,3;0,4;15,9;0
16;8;6,7;0,4;16,1;0
22;12;0;0,5;20,2;0
20;12;0;0,6;17,6;0
19;16;0,5;0,6;15,3;0
28;21;0;0,6;15,8;0
30;17;0;0,5;15,9;0
37;25;0;0,8;15,9;0
37;27;0;0,8;14,4;0
45;35;0,1;1,6;16,7;0
16;5;12,4;0,3;4,9;0
22;9;15,6;0,3;2,7;0
22;12;13,1;0,3;6,6;0
28;9;18,4;0,3;2,1;0
25;10;19,8;0,3;2,9;0
19;8;19,9;0,3;2,8;0
27;6;18,8;0,3;2,9;0
24;8;16,2;0,3;5,4;0
21;10;18,9;0,3;3;0
15;7;16,1;0,3;5,3;0
20;7;15,5;0,3;4,5;0
14;5;12;0,3;8,3;0
14;9;9;0,4;12,2;0
23;11;1,9;0,6;21,1;0
11;8;8;0,4;11;0
16;9;3,2;0,4;15,9;0
15;7;9,7;0,3;8,3;0
14;7;5,1;0,3;0;0
22;11;2,2;0,3;0;0
22;16;0,1;0,5;17,1;0
18;10;1,8;0,3;13,1;0
20;13;0,3;0,4;14,8;0
17;16;0,8;0,4;13,7;0
21;15;3,7;0,5;13,5;0
17;15;10;0,3;6,1;0
25;16;6,7;0,4;10,3;0
16;10;11,5;0,4;6,2;0
17;8;16,3;0,3;1,7;0
13;7;16;0,3;1,2;0
10;8;19,3;0,3;1,1;0
11;6;22,8;0,3;1,8;0
14;7;21,5;0,3;1,1;0
12;7;20,8;0,3;2;0
12;5;20,7;0,3;0,9;0
9;3;14,4;0,4;7,1;0
16;6;11,5;0,4;10;0
17;11;13;0,4;5,9;0
14;8;10,5;0,3;7,4;0
13;4;14,5;0,2;0;0
13;4;5,9;0,4;10,6;0
12;5;11,6;0,3;5,8;0
10;4;15,9;0,2;0;0
9;3;15,3;0,2;0;0
7;1;10,4;0,2;0;0
7;7;3;0,2;12,4;0
8;7;4,5;0,2;11,4;0
22;18;0;0,7;17,3;0
22;12;0,1;0,7;15,4;0
14;9;6,8;0,5;12,3;0
26;18;11,4;0,5;12,6;0
15;6;20,7;0,2;2,2;0
10;6;22,8;0,2;0,1;0
12;4;23;0,2;1,1;0
12;2;22,9;0,2;0,8;0
12;4;20,4;0,2;2,4;0
14;6;19,5;0,2;3,7;0
12;5;19,6;0,2;4,6;0
11;11;17,6;0,3;5,8;0
16;8;16,9;0,3;4,9;0
19;10;3,9;0,5;20,3;0
11;11;5,1;0,4;17,3;0
19;7;1,4;0,4;21,4;0
28;12;0;0,5;19,2;0
32;9;0;0,9;13,1;0
36;15;0;0,9;10,1;0
29;16;0;0,7;8,8;0
26;17;0;0,6;8;0
21;16;0;0,4;9,2;0
19;12;0;0,4;9,4;0
30;15;0;0,5;9;0
37;22;0;0,6;10,1;0
53;38;0,1;1;12,8;0
46;35;1,8;0,8;14,4;0
28;16;8,8;0,5;11;0
29;21;0;0;0;0
0;0;0;0;0;0
47;10;0;0;0;0
28;6;0;0;0;0
18;10;0;0;0;0
16;8;16,9;0,2;2,2;0
30;9;14,2;0,3;6,1;0
23;8;13,7;0,3;6,8;0
20;7;10,3;0,4;10,8;0
18;11;9,9;0,4;10,8;0
15;15;12,3;0,3;0;0
22;10;6,2;0,3;0;0
16;8;4,1;0,3;9,3;0
22;19;0,7;0,9;13,1;0
42;32;0,3;1;13,4;0
25;12;0,1;0,6;11,2;0
25;13;0,2;0,6;9,5;0
23;11;0,2;0,4;7,5;0
38;26;0,3;0,4;8,2;0
27;25;0,1;0,3;9,6;0
46;37;0,3;0,9;11,9;0
52;30;0,7;0,9;10,2;0
57;33;2,7;1,1;15;0
33;14;10;0,4;10;0
20;10;16,5;0,2;4,1;0
14;8;19,1;0,2;0,1;0
13;13;19,1;0,1;0,1;0
12;8;19;0,1;0;0
17;4;19,5;0,1;0;0
20;5;17,1;0,2;3,1;0
20;12;15,9;0,2;3,2;0
18;6;16,5;0,2;1,5;0
22;11;9,7;0,3;9,9;0
23;14;7,1;0,4;14,3;0
26;17;3,8;0,4;19,2;0
22;16;7;0,3;14,3;0
21;17;6,1;0,3;14,1;0
20;14;4,6;0,3;13,4;0
31;17;0,3;0,6;15,5;0
31;15;0,3;0,6;14,8;0
21;16;0,2;0,4;13,8;0
25;13;0,2;0,5;13,2;0
27;18;1;0,3;13,2;0
18;13;0,3;0,3;14,6;0
39;27;2,2;0,6;19;0
24;11;5,5;0,5;15,3;0
13;10;11,3;0,3;8,3;0
12;8;16,9;0,2;3,1;0
15;4;22;0,2;0;0
18;9;21,3;0,2;1,1;0
17;7;19,4;0,2;2,1;0
18;5;19,6;0,2;0,9;0
17;6;15,6;0,2;1,9;0
18;8;16,4;0,2;0,5;0
18;13;14,4;0,2;3,4;0
11;11;11,9;0,3;5,2;0
21;8;9,7;0,3;7,8;0
21;6;10,2;0,3;6,5;0
25;10;6,4;0,3;11;0
21;8;7,4;0,2;9,6;0
16;8;10,3;0,2;5,3;0
9;6;9,5;0,2;0;0
17;5;11;0,2;0;0
21;17;11,7;0,2;0;0
15;5;7,4;0,2;0;0
11;6;11,7;0,1;0;0
12;10;14,6;0,1;0;0
19;8;10,5;0,2;9,3;0
15;12;9,1;0,3;11,5;0
17;11;10,6;0,4;11,9;0
25;16;9;0,4;14,6;0
23;11;13,2;0,3;8,9;0
19;6;0;0,3;6,1;0
22;5;20,7;0,2;1,1;0
18;7;23,5;0,2;1,8;0
22;6;25,3;0,2;2;0
19;8;22,4;0,2;4,2;0
20;13;22,5;0,2;3,9;0
24;11;24,6;0,2;2,3;0
27;10;23,4;0,2;5,2;0
18;10;13,4;0,4;19,4;0
22;8;10,4;0,4;19,8;0
24;17;7,6;0,5;22,4;0
31;20;2,7;0,5;26,7;0
36;16;1,6;0,8;26;0
33;16;0,7;0,7;23,9;0
46;17;0,3;0,8;23,2;0
47;26;0,3;0,9;19,2;0
56;41;0,6;0,9;16,9;0
36;19;0,2;0,6;14,9;0
34;20;0,4;0,5;15,2;0
37;25;0,4;0,7;15,3;0
37;30;0,3;0,9;13,6;0
58;37;0,8;1,5;18,1;0
56;34;2,4;1,1;20,4;0
36;18;12,9;0,5;11,4;0
25;11;21,6;0,3;5,2;0
19;8;22,8;0,3;2,9;0
18;6;23,6;0,2;1,2;0
16;6;22;0,3;2,2;0
17;6;22,1;0,2;1,2;0
15;6;22,2;0,2;0;0
15;6;23,5;0,2;0;0
14;6;22,1;0,2;0;0
12;7;16,4;0,3;8,5;0
12;9;16,2;0,3;0;0
18;12;16,9;0,2;0;0
21;13;8,9;0,4;15,6;0
21;10;9,9;0,4;11,5;0
22;11;2,8;0,5;18,5;0
21;15;1,4;0,6;20;0
23;10;0,3;0,6;17,1;0
18;11;0,2;0,5;13,4;0
21;11;1,9;0,3;9,9;0
16;9;0,4;0,4;9,1;0
20;13;0,2;0,5;9,8;0
17;12;0,4;0,5;11,2;0
32;22;1,6;0,4;12,1;0
28;16;5;0,4;11,3;0
26;15;7;0,4;12,9;0
21;10;15,4;0,3;3,9;0
16;8;17,5;0,2;0,8;0
9;4;23,9;0,2;0;0
6;4;22,7;0,2;0,7;0
7;6;20,6;0,2;1,3;0
10;4;21,7;0,2;0,5;0
11;0;23,7;0,2;0;0
12;8;19,9;0,3;2,9;0
10;6;20,3;0,3;0;0
8;7;17,4;0,3;0;0
16;9;7,3;0,6;17;0
17;13;4,3;0,5;20,8;0
21;13;6,1;0,4;16,7;0
23;13;0,8;0,5;18,7;0
32;15;0,1;0,5;18,8;0
19;10;6,5;0,3;11,1;0
20;11;2,4;0,3;13,2;0
19;15;3,1;0,2;12,8;0
26;17;2,3;0,3;15;0
16;16;5,8;0,2;11,9;0
40;28;3,4;0,8;22,7;0
24;17;6,3;0,5;17,7;0
29;17;17,3;0,3;7,7;0
18;12;22,6;0,2;1,9;0
13;11;21,3;0,2;3,4;0
22;19;17,4;0,3;8,4;0
28;15;18,9;0,3;6,8;0
35;16;21,4;0,2;2,9;0
29;17;22,2;0,3;3,3;0
27;11;21,1;0,3;4,4;0
25;11;19,4;0,3;7,5;0
25;11;19,9;0,3;6,3;0
34;16;13,4;0,4;13,7;0
24;15;9,6;0,4;16,1;0
25;13;15,6;0,3;0;0
19;12;19,4;0,2;0;0
20;17;18,1;0,2;0;0
21;17;20,9;0,2;0;0
20;20;10,8;0,3;0;0
28;21;8,1;0,2;15,5;0
32;26;1,4;0,3;21,5;0
25;18;1,3;0,3;22,1;0
26;24;0,4;0,3;22,1;0
26;22;0,3;0,4;22,2;0
36;31;0,4;0,9;26;0
45;31;2,9;0,8;25,3;0
27;24;13,3;0,5;17,9;0
19;11;27,5;0,2;0;0
19;12;23,9;0,2;2,2;0
21;9;22,2;0,2;2,3;0
19;6;21,4;0,2;1,3;0
21;9;19,3;0,2;2,1;0
21;11;22,6;0,2;1,1;0
27;10;18,7;0,3;9,2;0
35;20;21;0,3;7,3;0
26;15;20,4;0,3;8,9;0
23;12;15,8;0,4;12,5;0
21;17;11,2;0,4;16,6;0
19;14;17,1;0,3;8,3;0
28;16;11,7;0,3;14,6;0
23;14;9;0,3;18,6;0
16;16;9,5;0,3;15,5;0
14;14;7,7;0,2;0;0
16;11;3,5;0,3;10,7;0
37;22;0,3;0,6;16,4;0
23;16;0,1;0,5;13,6;0
22;18;0,2;0,4;11,5;0
34;26;0,2;0,5;13;0
61;51;0,2;1,1;18,1;0
63;59;0,5;2;24,7;0
54;33;1,4;0,8;19,6;0
67;38;3,2;0,9;23,6;0
32;0;0;0;0;0
22;11;0;0;0;0
18;9;0;0;0;0
16;8;0;0;4,5;0
18;6;19;0,3;2,5;0
19;13;17,3;0,3;4,3;0
18;11;15,5;0,3;6,3;0
20;9;16,8;0,3;5,2;0
23;13;7,2;0,6;18,7;0
24;12;6,9;0,5;17,6;0
21;18;9,9;0,4;15,2;0
24;17;3;0,5;18,1;0
27;15;0,3;0,7;21,3;0
30;17;0,2;0,6;19,2;0
34;18;0,2;0,9;16,8;0
28;18;0,1;0,6;16,5;0
30;22;0,3;0,5;18,6;0
34;18;0,2;0,6;15,7;0
28;17;0,2;0,6;12;0
35;27;0,2;0,5;12,5;0
41;36;0,2;0,8;15,6;0
64;60;0,7;1,1;18,9;0
53;38;3,9;0,7;18,9;0
33;14;15,4;0,3;7,8;0
27;10;20,7;0,2;5,2;0
29;7;23,5;0,2;2,7;0
37;16;25;0,2;1,2;0
30;10;25,6;0,2;1,6;0
34;11;25,5;0,2;3,6;0
22;7;24,8;0,2;5,3;0
17;17;24,8;0,2;6;0
24;11;24,6;0,2;6,7;0
20;6;25,6;0,2;6,3;0
17;9;26,4;0,2;2,6;0
30;19;18,3;0,4;16,7;0
48;26;0,3;0,5;35,7;0
45;31;0,1;1,1;29,8;0
33;21;0,2;0,6;22,5;0
42;27;0,1;1;24,9;0
40;23;0,1;0,8;20,3;0
36;23;0,2;0,6;19,5;0
29;17;0,1;0,6;17,7;0
39;24;0,1;0,5;16,4;0
32;15;0,1;0,4;14,9;0
48;33;0,2;0,7;18,5;0
51;37;0,8;0,9;15,7;0
80;48;3;1,2;23,7;0
41;28;14,3;0,5;14,7;0
32;18;22;0,4;11,3;0
22;15;25,1;0,3;6,6;0
16;9;24,5;0,2;3,3;0
17;4;24,8;0,2;2,8;0
12;10;27,4;0,2;1,4;0
19;8;23,9;0,2;5,5;0
13;10;22,7;0,3;6,3;0
52;17;24,2;0,3;10,5;0
26;22;7,4;0,6;31,6;0
21;18;9,3;0,6;23;0
35;31;2;0,9;31,5;0
26;13;7,8;0,4;20,2;0
19;13;14,8;0,2;10,4;0
12;8;16,6;0,2;5;0
16;5;15,1;0,2;5;0
16;12;3,1;0,3;21,9;0
12;12;7,9;0,3;14,4;0
15;9;6,4;0,3;12,5;0
23;12;1,3;0,4;19,9;0
25;13;0,6;0,4;19,8;0
10;7;9,1;0,2;13,5;0
28;17;4,5;0,4;18,4;0
47;32;2,9;0,9;20;0
31;22;8,7;0,7;20,5;0
34;19;19,3;0,6;20,3;0
20;9;25,9;0,3;6,4;0
11;8;26,1;0,2;2,9;0
13;4;27,4;0,2;1,2;0
14;2;25,8;0,2;4;0
12;3;25;0,2;4,3;0
18;6;26,2;0,3;5;0
25;11;27,1;0,3;2,6;0
25;14;22;0,3;8,6;0
26;19;6,4;0,7;30,6;0
24;14;5,3;0,6;26,3;0
19;8;13,9;0,3;14,9;0
16;10;6,6;0,5;22,7;0
16;16;6,7;0,5;22,7;0
25;18;3,5;0,5;24,3;0
17;12;11,4;0,3;12,3;0
16;7;18,9;0,2;3,7;0
13;3;20,2;0,2;1,8;0
13;5;20,2;0,2;4;0
11;3;22,9;0,2;2,4;0
8;4;22,4;0,2;4,4;0
10;6;22,9;0,2;5,1;0
10;4;27,3;0,2;3,5;0
16;4;27,9;0,2;1,9;0
10;4;26;0,2;1,5;0
11;4;26,7;0,2;0,9;0
10;6;27,1;0,2;0,7;0
18;3;27,5;0,2;1,1;0
13;1;25,7;0,2;1,5;0
13;1;24,1;0,3;2,3;0
11;2;22,7;0,2;0,6;0
9;5;22,6;0,2;1,7;0
16;4;21,4;0,3;2,5;0
12;6;19,5;0,3;3,9;0
18;7;17,7;0,3;5,7;0
15;7;19,3;0,2;4,4;0
8;5;16,2;0,3;7,1;0
9;5;18,6;0,2;5,4;0
9;4;21,1;0,2;2,8;0
8;5;19,8;0,2;3,3;0
6;4;17;0,2;4,7;0
5;4;16,9;0,2;6,2;0
18;3;8,6;0,2;11;0
27;8;2;0,3;18,2;0
28;13;9,6;0,6;12,6;0
37;28;3,3;1,1;22,4;0
32;20;6,8;0,6;18,3;0
16;5;17,9;0,3;5,8;0
21;8;19,7;0,2;4,2;0
22;6;20,8;0,2;3,4;0
17;4;20,1;0,2;4,1;0
23;4;21,1;0,2;2,7;0
18;0;19,4;0,3;3,8;0
12;1;18,4;0,2;3,9;0
16;6;17,5;0,3;6;0
18;5;17,1;0,3;6;0
18;13;8,1;0,5;17,1;0
15;9;6,7;0,5;18,7;0
21;9;8,1;0,3;14;0
15;5;9,3;0,3;11,1;0
35;19;0,2;1,1;20,7;0
25;16;0,2;0,8;17;0
23;9;0,3;0,7;16,5;0
17;9;0,2;0,8;13,8;0
26;10;0,1;0,6;14,2;0
21;12;0,1;0,4;13,6;0
22;9;0,1;0,3;13,8;0
27;12;0,1;0,3;13,6;0
46;27;0,2;0,9;13,5;0
48;25;0,8;0,9;14,4;0
35;16;4,3;0,5;13,1;0
26;10;12,3;0,5;10,6;0
19;5;0;0;0;0
13;3;0;0;0;0
16;4;0;0;0;0
13;4;22,1;0,2;1,7;0
37;24;39,9;0,3;4,1;0
38;22;43,9;0,3;4,1;0
29;19;30,5;0,3;5;0
28;16;25,9;0,3;4,8;0
29;20;16,6;0,4;13,2;0
35;22;8,7;0,8;21,1;0
63;42;0,2;1,4;28,7;0
52;32;0,1;1,2;23,8;0
32;19;0,2;0,8;19,1;0
44;29;0,2;1,4;17,5;0
38;19;0,2;1,1;14,8;0
40;26;0,2;1;14,7;0
25;15;0,1;0,6;11,2;0
22;21;0,1;0,4;10,4;0
35;21;0,1;0,6;10,4;0
31;23;0,1;0,7;11,7;0
43;35;0,2;0,9;14,7;0
39;24;0,5;0,5;9,8;0
49;32;1,6;0,8;15,4;0
49;24;6,3;0,7;17,4;0
57;37;18,5;0,7;15;0
31;15;30,3;0,2;3,8;0
14;10;30,2;0,1;1,9;0
20;5;27,8;0,1;1,5;0
45;21;40,8;0,2;4,7;0
40;29;23,3;0,4;20,5;0
47;43;12,1;0,7;38,1;0
47;36;19,9;0,6;33,5;0
44;27;18,4;0,5;23,7;0
40;27;1,8;0,7;30,7;0
58;31;2,7;0,8;21,1;0
16;9;9,6;0,2;10,7;0
23;20;3,9;0,3;18,7;0
31;22;0,3;0,5;23,8;0
47;30;0,1;0,8;23,1;0
46;33;0,1;0,7;19,3;0
35;17;0,1;0,5;17,5;0
27;20;0,1;0,4;15,5;0
27;25;0,1;0,4;13,8;0
57;44;0,2;0,8;13;0
42;33;0,2;0,6;11,8;0
58;44;0,7;0,9;13,1;0
66;46;1,3;1,2;19,3;0
31;19;9,7;0,6;13,3;0
13;6;19,2;0,2;3,9;0
20;11;23;0,2;2,8;0
16;7;24,7;0,2;1,6;0
19;6;18,5;0,2;4,5;0
21;7;16,7;0,2;6,2;0
34;15;19,4;0,5;21,7;0
36;19;25,7;0,5;16,8;0
30;21;33,5;0,5;16;0
38;21;29,2;0,4;17,6;0
27;17;19,8;0,4;13;0
24;18;11,2;0,4;19,3;0
11;11;11,9;0,3;14,2;0
21;15;12,6;0,3;13;0
23;13;15,4;0,2;8,2;0
11;11;15,6;0,2;6,5;0
19;9;13,7;0,2;7,8;0
16;6;10,7;0,2;6,1;0
22;12;3;0,3;12,8;0
21;16;0,2;0,3;17,9;0
37;23;0,1;0,6;14,3;0
38;24;0,2;0,7;16,3;0
54;37;0,5;1,4;15,9;0
37;27;5,7;0,6;15,4;0
31;11;11,2;0,4;11,1;0
