Fecha;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Radiación;HT
17-11-2023 04:00;10;9;0,9;0;131;0;0,4;0,7;11,7;12,4;0;0;0;0
17-11-2023 05:00;13;8;1,6;0;142;0;0,3;1,1;10,3;11,3;0;0;0;0
17-11-2023 06:00;17;11;1,2;0;142;0;0,5;10,8;16,5;27,3;0;0;0;0
17-11-2023 07:00;30;18;1,2;0;150;0;1;33;21,9;54,9;0;0;0;0
17-11-2023 08:00;60;33;1;0;130;0;1,6;56,3;30,4;86,8;0;0;0;0
17-11-2023 09:00;74;32;0,8;0;136;0;1,8;60,1;52,8;112,9;0;0;0;0
17-11-2023 10:00;62;30;0,1;0;228;0;1,4;33,2;47,4;80,6;0;0;0;0
17-11-2023 11:00;12;10;1,8;0;167;0;0,3;2,2;7,5;9,7;0;0;0;0
17-11-2023 12:00;12;8;2,5;0;192;0;0,3;1,3;5,5;6,7;0;0;0;0
17-11-2023 13:00;12;11;1,7;0;209;0;0,3;1,9;6;7,9;0;0;0;0
17-11-2023 14:00;12;7;2,9;0;230;0;0,4;3,7;8,6;12,3;0;0;0;0
17-11-2023 15:00;16;7;5,1;0;208;0;0,3;2,6;6,9;9,5;0;0;0;0
17-11-2023 16:00;11;9;3,2;0;222;0;0,3;2,8;7,8;10,7;0;0;0;0
17-11-2023 17:00;14;7;2,7;0;83;0;0,4;2,2;8;10,2;0;0;0;0
17-11-2023 18:00;18;9;4;0;82;0;0,5;2,5;8,5;11;0;0;0;0
17-11-2023 19:00;26;9;2,1;0;94;0;0,7;4;16,8;20,8;0;0;0;0
17-11-2023 20:00;19;19;1,4;0;84;0;0,6;4,2;16,6;20,8;0;0;0;0
17-11-2023 21:00;17;17;1,6;0;78;0;0,4;2,7;10,9;13,6;0;0;0;0
17-11-2023 22:00;20;13;0,6;0;97;0;0,5;3,9;13,7;17,6;0;0;0;0
17-11-2023 23:00;20;11;0,7;0;109;0;0,4;1;8,8;9,9;0;0;0;0
17-11-2023 24:00;20;15;0,5;0;130;0;0,4;0,8;10;10,8;0;0;0;0
18-11-2023 01:00;20;18;1;0;154;0;0,5;1,6;14,1;15,7;0;0;0;0
18-11-2023 02:00;23;18;0,7;0;126;0;0,7;4,3;19,5;23,9;0;0;0;0
18-11-2023 03:00;29;18;0,5;0;141;0;0,7;9,8;22,7;32,5;0;0;0;0
18-11-2023 04:00;34;18;0,3;0;85;0;0,8;15;22,5;37,5;0;0;0;0
18-11-2023 05:00;31;19;0,3;0;131;0;0,7;12,4;22,1;34,5;0;0;0;0
18-11-2023 06:00;32;22;0,6;0;134;0;0,7;11;18,7;29,7;0;0;0;0
18-11-2023 07:00;46;27;0,4;0;285;0;1;35,2;23,8;59;0;0;0;0
18-11-2023 08:00;59;27;0,5;0;269;0;1;36;27,3;63,3;0;0;0;0
18-11-2023 09:00;80;41;1,3;0;273;0;1,3;37,1;39,5;76,6;0;0;0;0
18-11-2023 10:00;73;40;1,3;0;311;0;1,1;19,3;37,9;57,2;0;0;0;0
18-11-2023 11:00;75;27;5,1;0;283;0;0,8;9,7;28,1;37,9;0;0;0;0
18-11-2023 12:00;52;15;2,8;0;310;0;0,7;7,2;23,9;31;0;0;0;0
18-11-2023 13:00;48;21;1,5;0;278;0;0,7;7,4;22,6;30;0;0;0;0
18-11-2023 14:00;49;24;0,8;0;314;0;0,8;6,4;24,1;30,5;0;0;0;0
18-11-2023 15:00;35;13;1;0;323;0;0,7;4,7;20,7;25,4;0;0;0;0
18-11-2023 16:00;32;13;2,4;0;311;0;0,6;4,8;20,1;24,9;0;0;0;0
18-11-2023 17:00;27;11;2,5;0;290;0;0,6;5,1;20,8;25,9;0;0;0;0
18-11-2023 18:00;32;8;1,5;0;312;0;0,7;5,6;26,9;32,5;0;0;0;0
18-11-2023 19:00;30;14;0,7;0;148;0;0,8;7,6;26,3;33,9;0;0;0;0
18-11-2023 20:00;24;12;1,2;0;142;0;0,9;7,9;25,2;33,1;0;0;0;0
18-11-2023 21:00;24;14;1,1;0;138;0;1;12,1;26,8;38,9;0;0;0;0
18-11-2023 22:00;22;12;0,8;0;141;0;0,9;10,8;23,2;34;0;0;0;0
18-11-2023 23:00;22;14;0,4;0;123;0;0,8;9,1;20,5;29,6;0;0;0;0
18-11-2023 24:00;26;15;0,5;0;123;0;0,9;11;25,8;36,8;0;0;0;0
19-11-2023 01:00;32;13;0,6;0;125;0;0,9;3,2;25,5;28,7;0;0;0;0
19-11-2023 02:00;27;15;0,7;0;136;0;0,8;0,8;24,7;25,5;0;0;0;0
19-11-2023 03:00;33;16;0,6;0;143;0;0,8;2,2;24,1;26,3;0;0;0;0
19-11-2023 04:00;31;16;0,5;0;143;0;0,7;0,6;22,8;23,4;0;0;0;0
19-11-2023 05:00;32;20;0,6;0;162;0;0,7;1,8;20,2;22;0;0;0;0
19-11-2023 06:00;28;15;0,1;0;144;0;0,7;0,7;18,9;19,6;0;0;0;0
19-11-2023 07:00;24;15;1;0;312;0;0,5;0;0;0;0;0;0;0
19-11-2023 08:00;35;26;0,3;0;227;0;0,5;0;0;0;0;0;0;0
19-11-2023 09:00;36;24;0,6;0;22;0;0,6;0,9;19,2;20,1;0;0;0;0
19-11-2023 10:00;29;21;1,4;0;89;0;0,5;0;0;0;0;0;0;0
19-11-2023 11:00;32;25;1,4;0;326;0;0,5;0;0;0;0;0;0;0
19-11-2023 12:00;38;21;3,1;0;314;0;0,4;0;0;0;0;0;0;0
19-11-2023 13:00;23;20;1,2;0,7;269;0;0,4;0;0;0;0;0;0;0
19-11-2023 14:00;16;8;0,8;0,5;72;0;0,5;0;0;0;0;0;0;0
19-11-2023 15:00;23;13;0,4;0,7;80;0;0,6;0;0;0;0;0;0;0
19-11-2023 16:00;24;17;0,4;0,1;17;0;0,6;0;0;0;0;0;0;0
19-11-2023 17:00;22;20;1,2;3,9;116;0;0,5;0;0;0;0;0;0;0
19-11-2023 18:00;23;20;1,4;1,8;242;0;0,7;0;0;0;0;0;0;0
19-11-2023 19:00;22;15;0,7;0,5;254;0;0,8;0;0;0;0;0;0;0
19-11-2023 20:00;17;17;0,7;0;134;0;0,6;0;0;0;0;0;0;0
19-11-2023 21:00;20;10;1,1;0;141;0;0,5;0;0;0;0;0;0;0
19-11-2023 22:00;16;13;0,3;0;164;0;0,7;6,3;16,9;23,3;0;0;0;0
19-11-2023 23:00;27;17;1;0;284;0;1;22,6;28,4;51,1;0;0;0;0
19-11-2023 24:00;19;19;0,3;0;213;0;0,7;5,8;22,1;27,8;0;0;0;0
20-11-2023 01:00;16;12;0,4;0;187;0;0,5;0;0;0;0;0;0;0
20-11-2023 02:00;19;12;0,3;0;192;0;0,4;0;0;0;0;0;0;0
20-11-2023 03:00;17;11;0,5;0,1;151;0;0,3;0;0;0;0;0;0;0
20-11-2023 04:00;14;13;0,7;0;145;0;0,2;0;0;0;0;0;0;0
20-11-2023 05:00;13;13;0,5;0;131;0;0,3;0;0;0;0;0;0;0
20-11-2023 06:00;19;14;0,6;0;112;0;0,6;9;10,6;19,6;0;0;0;0
20-11-2023 07:00;30;20;0,5;0;146;0;0,9;24,2;11,5;35,7;0;0;0;0
20-11-2023 08:00;44;20;1,1;0;100;0;1,3;34,6;14,2;48,8;0;0;0;0
20-11-2023 09:00;34;20;1,9;0;84;0;1,1;23,7;26,8;50,4;0;0;0;0
20-11-2023 10:00;35;20;1,2;0;105;0;0,9;16;26,7;42,6;0;0;0;0
20-11-2023 11:00;30;17;0,3;0;356;0;0,6;3,7;21,2;24,9;0;0;0;0
20-11-2023 12:00;40;19;1,8;0;314;0;0,5;0,5;18,6;19,1;0;0;0;0
20-11-2023 13:00;35;14;1,6;0;328;0;0,5;0;0;0;0;0;0;0
20-11-2023 14:00;33;19;2,8;0;307;0;0,5;0;0;0;0;0;0;0
20-11-2023 15:00;43;11;5,3;0;280;0;0,5;0;0;0;0;0;0;0
20-11-2023 16:00;43;21;4,9;0,1;281;0;0,8;5,3;23,9;29,2;0;0;0;0
20-11-2023 17:00;28;12;1,1;0;333;0;0,7;8,2;21,8;30;0;0;0;0
20-11-2023 18:00;24;14;0,6;0,3;160;0;1,1;14,6;20,5;35,1;0;0;0;0
20-11-2023 19:00;36;28;0,8;1;165;0;1,6;32,3;22;54,3;0;0;0;0
20-11-2023 20:00;21;14;0,4;0;112;0;1,3;28,8;20;48,8;0;0;0;0
20-11-2023 21:00;25;14;0,5;0;129;0;1;14,8;15,4;30,2;0;0;0;0
20-11-2023 22:00;17;14;0,8;0;153;0;0,7;4,7;12,1;16,8;0;0;0;0
20-11-2023 23:00;17;14;1;0;150;0;0,6;2,7;10,4;13,1;0;0;0;0
20-11-2023 24:00;17;7;1;0;141;0;0,4;0;0;0;0;0;0;0
21-11-2023 01:00;17;8;0,7;0;155;0;0,3;0;0;0;0;0;0;0
21-11-2023 02:00;8;7;1,1;0;146;0;0,2;0;0;0;0;0;0;0
21-11-2023 03:00;10;7;0,8;0,1;146;0;0,3;0;0;0;0;0;0;0
21-11-2023 04:00;14;11;0,6;0;172;0;0,3;0;0;0;0;0;0;0
21-11-2023 05:00;17;9;0,3;0;153;0;0,4;2,1;9;11,1;0;0;0;0
21-11-2023 06:00;29;16;0,5;0;153;0;0,7;23,3;11,7;35;0;0;0;0
21-11-2023 07:00;34;22;0,5;0;146;0;1;34,4;11,1;45,5;0;0;0;0
21-11-2023 08:00;48;29;0,4;0;149;0;1,3;37,8;14,8;52,6;0;0;0;0
21-11-2023 09:00;34;21;0,5;0;127;0;0,8;15;18,9;33,9;0;0;0;0
21-11-2023 10:00;32;17;0,4;0;298;0;0,8;7,8;21,2;29;0;0;0;0
21-11-2023 11:00;44;25;1,4;0;306;0;0,9;5,8;30,5;36,4;0;0;0;0
21-11-2023 12:00;45;24;1,5;0;71;0;0,9;1,3;32,5;33,8;0;0;0;0
21-11-2023 13:00;65;34;3,4;0;286;0;0,9;0,1;34;34,1;0;0;0;0
21-11-2023 14:00;74;40;3;0;307;0;0,8;0;0;0;0;0;0;0
21-11-2023 15:00;56;35;1,2;0;298;0;0,8;0;0;0;0;0;0;0
21-11-2023 16:00;52;31;2,3;0;276;0;0,8;0;0;0;0;0;0;0
21-11-2023 17:00;63;40;2,8;0;266;0;0,8;0;0;0;0;0;0;0
21-11-2023 18:00;52;25;5,2;0;277;0;1;0;0;0;0;0;0;0
21-11-2023 19:00;36;18;1,4;0;324;0;1;2,4;31,4;33,8;0;0;0;0
21-11-2023 20:00;37;23;0,1;0;106;0;0,9;3,8;29,5;33,3;0;0;0;0
21-11-2023 21:00;40;19;0,6;0;193;0;1,1;12,6;25,5;38,1;0;0;0;0
21-11-2023 22:00;40;26;0,6;0;332;0;1;9,3;25,3;34,6;0;0;0;0
21-11-2023 23:00;46;17;0,2;0;114;0;1;11,5;23,5;35;0;0;0;0
21-11-2023 24:00;37;17;0,7;0;140;0;0,8;3,3;18,6;21,9;0;0;0;0
22-11-2023 01:00;39;18;0,4;0;308;0;0,7;0;0;0;0;0;0;0
22-11-2023 02:00;37;19;0,2;0;34;0;0,7;0;0;0;0;0;0;0
22-11-2023 03:00;30;16;0,3;0;149;0;0,6;0;0;0;0;0;0;0
22-11-2023 04:00;22;20;0,5;0;115;0;0,4;0;0;0;0;0;0;0
22-11-2023 05:00;17;12;1,1;0;140;0;0,3;0;0;0;0;0;0;0
22-11-2023 06:00;28;19;0,7;0;141;0;0,5;6,9;9,7;16,6;0;0;0;0
22-11-2023 07:00;32;24;0,4;0;165;0;0,9;20,8;12,3;33,1;0;0;0;0
22-11-2023 08:00;54;36;0,4;0;118;0;1,1;25,2;22,6;47,8;0;0;0;0
22-11-2023 09:00;59;32;0,8;0;66;0;0;0;0;0;0;0;0;0
22-11-2023 10:00;73;38;0,9;1,1;295;0;0;0;0;0;0;0;0;0
22-11-2023 11:00;58;35;0,7;0;356;0;0;0;0;0;0;0;0;0
22-11-2023 12:00;73;25;2,9;0;291;0;0,7;9,2;26,3;35,5;0;0;0;0
22-11-2023 13:00;69;30;3,9;0;270;0;0,6;5;22,2;27,2;0;0;0;0
22-11-2023 14:00;51;26;3,4;0,1;289;0;0,7;7,4;24,8;32,2;0;0;0;0
22-11-2023 15:00;45;25;2,7;0;276;0;0,5;5,3;18,9;24,1;0;0;0;0
22-11-2023 16:00;36;18;0,7;0;342;0;0,6;7,4;22,1;29,5;0;0;0;0
22-11-2023 17:00;28;18;0,8;0;334;0;0,6;7,7;23,1;30,8;0;0;0;0
22-11-2023 18:00;45;21;0,3;0;323;0;1;13,7;29,2;42,9;0;0;0;0
22-11-2023 19:00;50;21;0,5;0;321;0;1,1;17,7;31;48,7;0;0;0;0
22-11-2023 20:00;35;20;0,3;0;192;0;1,1;21,4;28,5;49,9;0;0;0;0
22-11-2023 21:00;32;21;0,8;0;153;0;0,8;14,9;17,5;32,4;0;0;0;0
22-11-2023 22:00;40;25;0,8;0;109;0;1;25,9;18,5;44,4;0;0;0;0
22-11-2023 23:00;35;18;0,7;0;143;0;0,9;18,2;17,1;35,3;0;0;0;0
22-11-2023 24:00;30;21;0,9;0;138;0;0,7;10,2;16,2;26,4;0;0;0;0
23-11-2023 01:00;26;12;0,8;0;139;0;0,7;8,3;14,9;23,1;0;0;0;0
23-11-2023 02:00;24;19;1;0;140;0;0,5;5,9;10,7;16,5;0;0;0;0
23-11-2023 03:00;26;25;1,7;0;135;0;0,4;3,1;10;13,1;0;0;0;0
23-11-2023 04:00;33;18;0,9;0;150;0;0,4;4,7;10,8;15,5;0;0;0;0
23-11-2023 05:00;32;24;0,6;0;116;0;0,6;12,2;17,1;29,3;0;0;0;0
23-11-2023 06:00;31;14;0,7;0;134;0;0,6;20,7;12,7;33,4;0;0;0;0
23-11-2023 07:00;34;26;0,9;0;137;0;0,9;33,1;12,7;45,8;0;0;0;0
23-11-2023 08:00;54;41;0,9;0;130;0;1,1;31,8;15,8;47,7;0;0;0;0
23-11-2023 09:00;57;34;1,4;0;88;0;1;25,3;28;53,3;0;0;0;0
23-11-2023 10:00;92;50;2,4;0;97;0;1,6;45,8;54,5;100,3;0;0;0;0
23-11-2023 11:00;74;47;1,2;0;90;0;1,4;26,9;53,4;80,3;0;0;0;0
23-11-2023 12:00;59;31;1;0;83;0;1,1;14,5;40,7;55,2;0;0;0;0
23-11-2023 13:00;69;38;1,8;0;304;0;1;12;37,2;49,2;0;0;0;0
23-11-2023 14:00;66;37;2;0;284;0;1;7,9;36,3;44,2;0;0;0;0
23-11-2023 15:00;78;44;3,3;0;290;0;0,8;9,3;29,9;39,3;0;0;0;0
23-11-2023 16:00;70;37;3,2;0;290;0;0,8;7,9;28,6;36,5;0;0;0;0
23-11-2023 17:00;45;26;0,6;0;334;0;0,9;7,9;31,6;39,5;0;0;0;0
23-11-2023 18:00;52;31;1,7;0;267;0;1,6;27,2;42,9;70,1;0;0;0;0
23-11-2023 19:00;42;25;0,7;0;124;0;1,4;25,4;28,8;54,2;0;0;0;0
23-11-2023 20:00;33;19;1,1;0;129;0;1,1;26,7;21;47,7;0;0;0;0
23-11-2023 21:00;22;11;1,1;0;141;0;0,8;18,7;15,9;34,7;0;0;0;0
23-11-2023 22:00;20;17;1,3;0;139;0;0,7;15;15,6;30,6;0;0;0;0
23-11-2023 23:00;27;17;1,1;0;148;0;0,8;15,3;16,7;31,9;0;0;0;0
23-11-2023 24:00;15;12;0,7;0;148;0;0,5;6,3;12;18,3;0;0;0;0
24-11-2023 01:00;13;9;0,7;0;114;0;0,4;4,6;13,4;17,9;0;0;0;0
24-11-2023 02:00;15;7;0,9;0;94;0;0,4;2,1;10,9;13;0;0;0;0
24-11-2023 03:00;12;8;1,3;0;102;0;0,2;1,6;5,7;7,3;0;0;0;0
24-11-2023 04:00;11;11;2,3;0;104;0;0,2;1,1;4,7;5,8;0;0;0;0
24-11-2023 05:00;10;8;2,5;0;99;0;0,2;1,2;4,1;5,3;0;0;0;0
24-11-2023 06:00;17;13;0,8;0;154;0;0,5;13;16,3;29,3;0;0;0;0
24-11-2023 07:00;38;22;1;0;147;0;1,2;48,8;23,4;72,2;0;0;0;0
24-11-2023 08:00;51;29;0,7;0;107;0;1,6;56,6;25,3;81,9;0;0;0;0
24-11-2023 09:00;52;20;0,9;0;80;0;1,5;52,3;35,3;87,6;0;0;0;0
24-11-2023 10:00;45;16;0,7;0;269;0;1,1;27,7;30,7;58,4;0;0;0;0
24-11-2023 11:00;12;10;0,9;0;69;0;0,5;6,2;10,9;17,2;0;0;0;0
24-11-2023 12:00;35;13;1,8;0;295;0;0,8;19;22,5;41,5;0;0;0;0
24-11-2023 13:00;43;17;1,5;0;310;0;0,9;18;28,5;46,5;0;0;0;0
24-11-2023 14:00;9;9;2,1;0;91;0;0,4;4,3;8,8;13,1;0;0;0;0
24-11-2023 15:00;10;6;1,3;0;118;0;0,4;4,1;7,2;11,2;0;0;0;0
24-11-2023 16:00;12;10;0,7;0;104;0;0,4;3,4;6,9;10,3;0;0;0;0
24-11-2023 17:00;14;12;1,1;0;84;0;0,6;8;13,6;21,6;0;0;0;0
24-11-2023 18:00;16;8;2,4;0;94;0;0,5;4,9;8,3;13,2;0;0;0;0
24-11-2023 19:00;10;10;1,5;0;77;0;0,5;4,5;10,1;14,6;0;0;0;0
24-11-2023 20:00;11;11;2,1;0;74;0;0,4;3,7;7,5;11,2;0;0;0;0
24-11-2023 21:00;14;12;1,2;0;91;0;0,5;5,4;10,6;16;0;0;0;0
24-11-2023 22:00;11;10;1,1;0;91;0;0,5;6;9,7;15,8;0;0;0;0
24-11-2023 23:00;12;10;1,5;0;92;0;0,4;4,2;7,8;11,9;0;0;0;0
24-11-2023 24:00;6;6;1,6;0;86;0;0,3;3,1;5,9;9;0;0;0;0
25-11-2023 01:00;6;4;2;0;95;0;0,3;1,9;5,1;7,1;0;0;0;0
25-11-2023 02:00;6;6;0,9;0;118;0;0,4;4,5;7,5;11,9;0;0;0;0
25-11-2023 03:00;8;6;0,8;0;149;0;0,4;6,1;7,8;13,8;0;0;0;0
25-11-2023 04:00;9;7;1;0;144;0;0,3;6,2;7,2;13,5;0;0;0;0
25-11-2023 05:00;9;8;0,8;0;155;0;0,4;7,6;9;16,6;0;0;0;0
25-11-2023 06:00;14;11;0,9;0;148;0;0,6;16,1;10,9;27;0;0;0;0
25-11-2023 07:00;24;17;1;0;141;0;0,9;27,2;13,1;40,3;0;0;0;0
25-11-2023 08:00;40;33;0,5;0;175;0;1,2;39,7;13,9;53,6;0;0;0;0
25-11-2023 09:00;31;19;0,6;0;124;0;0,7;14,3;16,3;30,6;0;0;0;0
25-11-2023 10:00;32;19;0,3;0;55;0;0,9;18,3;25;43,2;0;0;0;0
25-11-2023 11:00;41;19;0,3;0;83;0;1;16,4;29,4;45,8;0;0;0;0
25-11-2023 12:00;59;25;1,4;0;313;0;1,1;13,2;35;48,2;0;0;0;0
25-11-2023 13:00;56;21;0,3;0;283;0;0,9;7,3;29,6;36,9;0;0;0;0
25-11-2023 14:00;16;7;1,1;0;161;0;0,5;4,4;12,1;16,5;0;0;0;0
25-11-2023 15:00;19;11;1,4;0;108;0;0,4;3,9;7,6;11,5;0;0;0;0
25-11-2023 16:00;15;8;3;0;99;0;0,4;8,9;9,3;18,2;0;0;0;0
25-11-2023 17:00;9;6;3;0;107;0;0,3;2,9;5,6;8,5;0;0;0;0
25-11-2023 18:00;32;17;0,4;0;93;0;0,6;4,8;16;20,8;0;0;0;0
25-11-2023 19:00;24;17;0,9;0;79;0;0,7;5,7;18,8;24,5;0;0;0;0
25-11-2023 20:00;38;28;0,4;0;95;0;1;14,6;27,2;41,8;0;0;0;0
25-11-2023 21:00;37;24;0,5;0;121;0;1,2;27,8;24,4;52,2;0;0;0;0
25-11-2023 22:00;21;7;1,3;0,3;104;0;0,6;6,9;12,4;19,2;0;0;0;0
25-11-2023 23:00;12;4;2,9;0,4;97;0;0,3;1,4;4,6;6;0;0;0;0
25-11-2023 24:00;11;7;0,8;0;79;0;0,5;3,2;14;17,3;0;0;0;0
26-11-2023 01:00;8;6;0,7;0;121;0;0,5;8,1;15,1;23,2;0;0;0;0
26-11-2023 02:00;9;6;0,9;0;146;0;0,3;4,7;9;13,7;0;0;0;0
26-11-2023 03:00;6;6;0,9;0;164;0;0,2;3,2;6,9;10,1;0;0;0;0
26-11-2023 04:00;7;7;1,1;0;159;0;0,3;5,9;8,5;14,4;0;0;0;0
26-11-2023 05:00;14;9;0,9;0;158;0;0,3;7,4;7,8;15,2;0;0;0;0
26-11-2023 06:00;11;8;1,4;0;121;0;0,3;5,3;6,6;11,9;0;0;0;0
26-11-2023 07:00;14;12;0,8;0;154;0;0,5;9;9,8;18,8;0;0;0;0
26-11-2023 08:00;23;14;0,6;0;193;0;0,6;11,1;11,2;22,3;0;0;0;0
26-11-2023 09:00;8;8;0,9;0;62;0;0,3;4,4;5,6;10;0;0;0;0
26-11-2023 10:00;6;6;3,7;0;86;0;0,2;1,4;3;4,4;0;0;0;0
26-11-2023 11:00;7;4;4,9;0;90;0;0,2;0,5;2,3;2,7;0;0;0;0
26-11-2023 12:00;7;7;5,9;0;87;0;0,2;0,6;2,4;3,1;0;0;0;0
26-11-2023 13:00;0;7;4,3;0;82;0;0,3;1,3;3,4;4,7;0;0;0;0
26-11-2023 14:00;8;8;3,1;0;85;0;0,3;2,3;4,8;7,1;0;0;0;0
26-11-2023 15:00;8;7;0,8;0;117;0;0,3;2,5;4,6;7,1;0;0;0;0
26-11-2023 16:00;8;8;2;0;118;0;0,3;2;4,3;6,4;0;0;0;0
26-11-2023 17:00;10;7;3,3;0;88;0;0,2;2,1;3,7;5,8;0;0;0;0
26-11-2023 18:00;6;5;1,1;0;82;0;0,3;2;4,3;6,3;0;0;0;0
26-11-2023 19:00;7;6;0,4;0;195;0;0,4;4,5;8;12,4;0;0;0;0
26-11-2023 20:00;0;8;0,6;0;117;0;0,4;4,7;8,1;12,8;0;0;0;0
26-11-2023 21:00;0;7;3,1;0;88;0;0,3;3,7;7,3;11;0;0;0;0
26-11-2023 22:00;0;8;2,9;0;76;0;0,3;3,5;5,9;9,4;0;0;0;0
26-11-2023 23:00;0;7;1,8;0;74;0;0,3;2;5,1;7,2;0;0;0;0
26-11-2023 24:00;4;4;0,5;0;81;0;0,3;1,2;5,3;6,5;0;0;0;0
27-11-2023 01:00;4;4;0,5;0;164;0;0,3;1,3;5,7;7;0;0;0;0
27-11-2023 02:00;5;5;0,3;0;171;0;0,2;1,1;4;5,1;0;0;0;0
27-11-2023 03:00;9;3;0,3;0;215;0;0,2;0,8;3,2;4;0;0;0;0
27-11-2023 04:00;9;4;0,8;0;133;0;0,2;1,4;3,6;4,9;0;0;0;0
27-11-2023 05:00;10;6;0,5;0;126;0;0,3;3,9;5,9;9,8;0;0;0;0
27-11-2023 06:00;6;6;1,1;0;110;0;0,4;7,4;8;15,3;0;0;0;0
27-11-2023 07:00;12;9;0,4;0;214;0;0,5;9,4;12,3;21,7;0;0;0;0
27-11-2023 08:00;18;10;1;0;270;0;0,9;23,2;18,1;41,3;0;0;0;0
27-11-2023 09:00;23;11;0,7;0;292;0;0,8;19,2;15,9;35;0;0;0;0
27-11-2023 10:00;9;9;1,8;0;74;0;0,4;6,2;7;13,2;0;0;0;0
27-11-2023 11:00;7;6;2,4;0;89;0;0,3;4,4;5;9,4;0;0;0;0
27-11-2023 12:00;6;6;3;0;83;0;0,3;2,6;4,3;6,8;0;0;0;0
27-11-2023 13:00;14;5;4,1;0;88;0;0,4;5,2;6,1;11,3;0;0;0;0
27-11-2023 14:00;11;6;1,4;0;80;0;0,4;7;6,9;13,8;0;0;0;0
27-11-2023 15:00;15;11;0,3;0;293;0;0,4;8,7;8,3;17;0;0;0;0
27-11-2023 16:00;7;6;1,5;0;95;0;0,4;5,8;6,7;12,5;0;0;0;0
27-11-2023 17:00;9;6;1,2;0;200;0;0,4;5,6;7,6;13,1;0;0;0;0
27-11-2023 18:00;11;11;1,2;0;190;0;0,5;6,6;9,5;16,1;0;0;0;0
27-11-2023 19:00;13;9;1,2;0;187;0;0,5;6,2;10;16,2;0;0;0;0
27-11-2023 20:00;12;7;2;0;98;0;0,3;3,4;6,4;9,8;0;0;0;0
27-11-2023 21:00;0;11;2,3;0;91;0;0,3;1,2;4,5;5,7;0;0;0;0
27-11-2023 22:00;0;6;3,1;0;87;0;0,3;1;3,4;4,5;0;0;0;0
27-11-2023 23:00;5;5;0,9;0;90;0;0,3;2;5,9;7,9;0;0;0;0
27-11-2023 24:00;7;7;1,2;0;81;0;0,3;1,8;5,9;7,7;0;0;0;0
28-11-2023 01:00;7;7;0,8;0;107;0;0,3;1,5;4,6;6,1;0;0;0;0
28-11-2023 02:00;0;9;0,4;0;305;0;0,3;0,8;4,1;5;0;0;0;0
28-11-2023 03:00;5;5;0,8;0;96;0;0,3;1,2;4,6;5,8;0;0;0;0
28-11-2023 04:00;6;4;0,7;0;90;0;0,3;1,2;4,2;5,4;0;0;0;0
28-11-2023 05:00;5;5;0,6;0;133;0;0,3;3,3;5,8;9,1;0;0;0;0
28-11-2023 06:00;18;9;0,3;0;165;0;0,6;18,5;12,1;30,6;0;0;0;0
28-11-2023 07:00;28;18;1;0;250;0;1,1;46,2;19,7;65,9;0;0;0;0
28-11-2023 08:00;22;16;0,3;0;40;0;1;33,7;18,6;52,2;0;0;0;0
28-11-2023 09:00;13;2;0,4;0;55;0;0,7;15,2;14,2;29,4;0;0;0;0
28-11-2023 10:00;13;4;1,9;0;251;0;0,4;8,7;9,2;17,9;0;0;0;0
28-11-2023 11:00;10;6;1;0;179;0;0,4;5,3;6,7;12;0;0;0;0
28-11-2023 12:00;15;5;3,1;0;224;0;0,4;6,1;7,6;13,6;0;0;0;0
28-11-2023 13:00;12;6;3,5;0;255;0;0,4;7,2;7,5;14,7;0;0;0;0
28-11-2023 14:00;12;4;3;0;254;0;0,4;5,7;7,3;13;0;0;0;0
28-11-2023 15:00;16;4;3,2;0;251;0;0,4;7;8,4;15,4;0;0;0;0
28-11-2023 16:00;10;5;2;0;121;0;0,4;5;7;12;0;0;0;0
28-11-2023 17:00;14;6;1,1;0;166;0;0,4;4,3;6,5;10,9;0;0;0;0
28-11-2023 18:00;14;5;3,6;0;87;0;0,5;4,4;7,5;11,9;0;0;0;0
28-11-2023 19:00;12;9;2,6;0;87;0;0,7;7,8;11;18,9;0;0;0;0
28-11-2023 20:00;19;19;1,5;0;107;0;0,7;8,7;11,8;20,5;0;0;0;0
28-11-2023 21:00;15;11;1;0;124;0;0,7;11,7;13,4;25,1;0;0;0;0
28-11-2023 22:00;10;10;1,2;0;126;0;0,7;10,6;13,2;23,8;0;0;0;0
28-11-2023 23:00;9;9;1,2;0;127;0;0,5;8,6;10,2;18,8;0;0;0;0
28-11-2023 24:00;10;9;1,3;0;118;0;0,4;5,1;8;13,1;0;0;0;0
29-11-2023 01:00;7;7;1,2;0;109;0;0,2;1;3,8;4,8;0;0;0;0
29-11-2023 02:00;4;4;0,9;0;130;0;0,2;1,2;5,3;6,5;0;0;0;0
29-11-2023 03:00;9;9;1,5;0;127;0;0,3;1,5;6,5;8;0;0;0;0
29-11-2023 04:00;9;7;1,2;0;139;0;0,3;2,3;7,9;10,1;0;0;0;0
29-11-2023 05:00;19;19;1;0;130;0;0,3;3,6;8,4;12,1;0;0;0;0
29-11-2023 06:00;41;30;0,6;0;91;0;0,8;24;18,7;42,7;0;0;0;0
29-11-2023 07:00;36;25;0,3;0;102;0;1,1;36,3;17,2;53,5;0;0;0;0
29-11-2023 08:00;52;29;0,5;0;133;0;1,4;53,9;23,1;77,1;0;0;0;0
